ResponseID,ResponseSet,Name,Repeated Study,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Mturk,track,track_2,Consent Form /    /  /  Study Background and Purpose: This study examines decision-making. Your participat...,mcyes,mcyesconfidence,mcyesfirst,mcyeslast,mcyestotaltime,mcyesclickcount,mcno,mcnoconfidence,mcnofirst,mcnolast,mcnototaltime,mcnoclickcount,optyes,optyesconfidence,optyesfirst,optyeslast,optyestotaltime,optyesclickcount,optno,optnoconfidence,optnofirst,optnolast,optnototaltime,optnoclickcount,This is the last page of questions. Please answer them all.,Are you registered as an organ donor on a state or regional registry? ,Have you communicated with your next of kin about whether or not you would like to be an organ donor...,"If you have communicated with your next of kin about organ donation, what have you communicated?","If you had to explicitly communicate with your next of kin about your wishes, which would you indica...",What is your gender?,What is your age?,Which of the following best describes your race/ethnicity?,What is the highest educational degree you have earned?,Are you currently a student?,What is your marital status?,How many children do you have?,What is your total household income? (Please include your parents if you are listed as a dependent.),With which religious affiliation do you most closely identify?,"About how often do you attend religious services (excluding occasional weddings, funerals, etc.)?","Generally speaking, do you think of yourself as a Republican, a Democrat, or an Independent?","When it comes to social issues, do you think of yourself as a liberal or conservative?",In which US State do you live?,"Have you, or has anyone else in your family, received an organ transplant?","Have you, or has anyone else in your family, received dialysis treatment?","Have you, or has anyone else in your family, worked in health care?","If there were an option to be registered as an organ and tissue donor, but for your donor status to...",How many vital organs (organs that are necessary to live) can be transplanted from a cadaver? Please...,About how many people can receive any (vital or non-vital) organs and tissues from one cadaver? Plea...,About how many people are on the organ waiting list for a kidney in the Untied States? Please make y...,Do you think deceased donor organs are allocated fairly overall? ,Do you think deceased donor organs are allocated fairly to people of different races? ,Do you think deceased donor organs are allocated fairly to people with different incomes? ,Do you think deceased donor organs are allocated fairly to people with differential responsibility f...,surveyfirst,surveylast,surverytotaltime,surveyclickcount,Thank you for completing this survey. Your code for payment on MTurk is ${e://Field/Mturk}-111212101...
R_3fkWwdaBBkem7XL,Default Response Set,Anonymous,,,,0,1/8/13 7:15,1/8/13 7:20,1,5187575,93,30,1,2,2,8.974,11.888,11.893,3,2,2,11.828,13.87,13.875,3,2,2,14.805,22.808,22.812,3,2,2,50.623,55.062,55.067,3,1,2,1,1,1,2,51,5,3,3,3,2,4,3,5,6,5,KY,2,2,1,1,10,50,100000,2,2,1,2,3.333,146.412,146.419,33,1
R_eG9ZsrO3DDVCKLH,Default Response Set,Anonymous,,,,0,1/8/13 7:16,1/8/13 7:20,1,2499058,6,26,1,1,2,10.452,16.491,16.494,4,2,2,4.397,7.997,8,3,1,2,6.074,9.882,9.885,3,1,2,3.918,9.718,9.72,4,1,2,1,2,2,2,66,5,2,3,1,3,4,2,4,2,5,Michigan,2,2,2,2,5,50,1000,2,1,2,2,3.429,141.153,141.16,33,1
R_8etjbi1SHtcN3Uh,Default Response Set,Anonymous,,,,0,1/8/13 7:18,1/8/13 7:22,1,8761510,93,11,1,1,1,5.353,8.499,8.508,3,2,1,5.366,8.968,8.977,3,1,1,12.902,16.462,16.474,3,2,2,36.376,42.636,42.647,3,1,2,1,1,1,2,46,5,4,3,1,2,11,8,5,7,1,GA,2,2,1,1,12,12,1 million ,1,1,2,2,9.886,135.331,135.371,30,1
R_exJh7tbMPcOlvbD,Default Response Set,Anonymous,,,,0,1/8/13 7:19,1/8/13 7:23,1,1796766,54,32,1,1,1,10.968,13.334,13.35,3,2,1,31.204,34.571,34.587,4,1,1,27.706,32.513,32.528,3,2,1,7.413,10.893,10.912,3,1,1,1,1,1,1,60,5,2,3,1,2,5,8,5,2,5,WI,2,2,2,1,6,20,50000,1,1,1,1,3.117,107.291,107.353,31,1
R_3aa83HTDGrq3wqh,Default Response Set,Anonymous,,,,0,1/8/13 7:22,1/8/13 7:25,1,6203097,66,17,1,1,1,7.226,11.329,11.333,4,2,1,2.674,4.665,4.695,3,1,1,10.624,14.847,14.851,4,2,1,8.426,10.743,10.746,3,1,1,1,1,1,1,34,5,3,3,1,0,7,8,5,3,2,Virginia,2,2,2,2,15,10,50000,1,1,2,1,0.317,84.672,84.68,31,1
R_6SENKuWtgWjfCD3,Default Response Set,Anonymous,,,,0,1/8/13 7:22,1/8/13 7:26,1,5328279,86,14,1,1,1,9.378,13.021,13.022,4,2,3,10.336,18.341,18.342,5,1,2,14.083,22.834,22.835,5,1,2,8.186,25.076,25.078,12,1,1,2,1,1,1,23,5,3,3,2,0,8,3,5,1,6,Connecticut,2,2,1,1,20,50,"1,000,000",1,1,2,1,6.087,129.677,129.679,45,1
R_3WxmgPcLBLxN6Hr,Default Response Set,Anonymous,,,,0,1/8/13 7:24,1/8/13 7:27,1,6270164,21,98,1,1,3,16.907,20.147,20.153,3,1,3,8.406,10.454,10.46,3,1,3,0.064,6.655,6.661,4,1,3,3.439,9.071,9.077,3,1,2,2,1,1,1,48,5,2,3,1,3,3,1,5,4,4,In,2,2,1,2,7,3,10000000,1,1,1,1,3.569,122.455,16.995,34,1
R_8JrwN0POmkQD5J3,Default Response Set,Anonymous,,,,0,1/8/13 7:23,1/8/13 7:28,1,2014597,46,13,1,1,1,14.38,18.995,19.008,3,2,1,27.713,36.777,36.79,3,1,1,15.157,19.613,19.625,3,2,3,12.701,16.804,16.817,3,1,2,2,,,1,27,6,2,3,2,0,5,8,5,2,5,Kentucky,2,2,1,2,4,5,"300,000",1,1,1,1,2.272,180.225,180.258,32,1
R_6AvEB1Qde2NylwN,Default Response Set,Anonymous,,,,0,1/8/13 7:25,1/8/13 7:32,1,6276972,9,56,1,2,2,53.86,58.13,58.137,3,2,1,16.614,31.585,31.615,3,1,2,5.513,16.638,16.644,3,1,2,18.55,23.696,23.703,3,1,2,1,2,2,1,30,5,5,1,2,0,6,1,4,4,2,Ohio,2,2,1,1,6,50,50000,1,1,1,1,6.1,214.248,214.268,30,1
R_3dWQeCirc0xrh4h,Default Response Set,Anonymous,,,,0,1/8/13 7:29,1/8/13 7:33,1,6048269,62,8,1,1,1,,,,,2,1,7.308,10.638,10.647,3,1,1,23.184,28.258,28.267,4,2,1,5.514,7.787,7.793,3,1,1,2,,1,2,37,2,5,3,2,0,4,8,5,7,2,PA,1,1,1,2,10,30,"200,000",1,1,1,1,2.51,88.484,88.5,32,1
R_4ZbqpIYsgGvWmQR,Default Response Set,Anonymous,,,,0,1/8/13 7:28,1/8/13 7:33,1,8632614,78,95,1,1,1,9.878,12.039,12.045,3,2,2,5.023,13.54,13.547,4,1,1,27.248,32.194,32.2,3,1,2,37.226,42.174,42.181,3,1,2,2,2,2,2,61,5,4,3,1,2,3,1,4,4,5,Iowa,2,2,1,2,20,20,"10,000",2,2,2,2,2.726,123.945,123.96,30,1
R_7TxPRq2f3WXGFFj,Default Response Set,Anonymous,,,,0,1/8/13 7:28,1/8/13 7:33,1,6730538,61,58,1,1,1,2.561,22.895,22.895,4,2,1,6.14,8.948,8.964,3,1,2,39.587,45.484,45.484,3,2,2,4.419,13.436,13.436,4,1,2,2,,2,2,30,5,2,3,2,0,4,1,3,2,6,Kansas,2,2,2,2,30,30,20000,1,1,1,1,4.948,174.562,174.562,33,1
R_5jtQq9dVonz6KDX,Default Response Set,Anonymous,,,,0,1/8/13 7:31,1/8/13 7:34,1,1735772,15,93,1,1,1,22.266,26.719,26.719,3,2,2,18.453,21.984,21.984,3,1,1,14.11,19.969,19.969,3,2,2,3.438,5.688,5.688,3,1,1,2,,,2,37,5,4,3,1,1,6,1,2,4,4,PA,2,2,1,2,5,50,10000,1,1,1,2,4.328,106.891,106.891,28,1
R_9AElcVPqurmgbMV,Default Response Set,Anonymous,,,,0,1/8/13 7:28,1/8/13 7:36,1,3680658,80,84,1,1,1,30.037,38.364,39.08,2,2,1,12.329,14.939,15.727,2,1,1,23.144,25.138,28.156,2,2,2,35.54,41.275,42.119,2,1,2,1,2,2,1,30,5,5,3,1,3,11,3,2,1,7,New York,2,2,2,2,4,10,20000,2,1,2,1,7.417,201.608,203.439,29,1
R_4NuRrnp9Fnw4yfr,Default Response Set,Anonymous,,,,0,1/8/13 7:32,1/8/13 7:37,1,8839538,78,78,1,1,1,16.6,23.304,23.321,3,2,1,4.113,12.657,12.674,3,1,1,11.267,19.403,19.42,3,2,3,31.837,40.636,40.653,3,1,2,1,2,2,2,51,5,4,3,1,2,11,5,4,4,3,Ohio,2,2,2,2,25,50,"50,000",2,2,2,2,14.961,172.005,172.075,34,1
R_6Dytw0hzVdatZKl,Default Response Set,Anonymous,,,,0,1/8/13 7:35,1/8/13 7:40,1,6355831,60,89,1,1,2,16.611,19.881,19.882,3,2,2,8.141,10.788,10.79,4,1,2,43.011,68.099,68.102,4,2,2,8.203,12.819,12.821,4,1,2,2,2,2,1,26,5,2,3,2,0,4,8,5,4,4,WI,2,2,2,2,all if they are not damaged from the death.,50,35000,1,1,1,1,6.013,167.195,167.197,37,1
R_37XXR5Zy4Or1qG9,Default Response Set,Anonymous,,,,0,1/8/13 7:38,1/8/13 7:41,1,6622300,50,39,1,1,2,7.187,11.125,11.125,3,2,2,22.781,26.327,26.327,3,1,3,2.484,4.828,4.828,3,2,3,8.219,12.593,12.593,4,1,2,1,2,2,2,32,5,2,3,1,0,4,3,4,6,2,PA,2,2,1,2,6,6,10000,1,1,1,1,3.093,92.09,92.106,38,1
R_eXNhFmYnBMEiNaB,Default Response Set,Anonymous,,,,0,1/8/13 7:39,1/8/13 7:46,1,2757688,56,63,1,1,1,16.51,23.471,23.476,3,2,2,22.325,28.621,28.627,3,1,1,40.522,48.05,48.056,3,1,2,21.52,27.809,27.814,3,1,1,1,1,1,2,57,5,3,3,3,1,3,8,5,7,1,Colorado,2,2,2,2,10,50,10000,1,1,2,1,5.223,260.466,260.481,29,1
R_3Q62LXNeSk71H81,Default Response Set,Anonymous,,,,0,1/8/13 7:39,1/8/13 7:48,1,270024,37,33,1,1,1,25.268,29.671,29.673,3,1,2,37.63,45.07,45.072,3,1,1,4.039,11.001,11.003,3,2,2,11.734,18.891,18.894,3,1,2,2,2,2,2,21,5,4,2,2,0,1,5,4,7,1,Massachusetts,2,2,1,2,50,50,20000,1,1,2,1,3.833,163.378,12.746,36,1
R_cwhB1jnz5fDGsLP,Default Response Set,Anonymous,,,,0,1/8/13 7:46,1/8/13 7:49,1,9238279,74,51,1,1,2,9.4,17.488,17.494,3,2,3,5.355,12.555,12.562,3,1,2,19.269,23.356,23.365,3,1,4,9.282,15.418,15.425,3,1,1,1,1,1,2,35,5,4,3,1,1,5,8,5,7,1,ma,2,2,1,2,5,50,3000,1,1,1,1,2.423,89.729,89.747,30,1
R_eWGb0yUYIgblAe9,Default Response Set,Anonymous,,,,0,1/8/13 7:40,1/8/13 7:50,1,9827852,42,9,1,1,1,19.478,25.934,25.936,3,1,3,67.679,102.967,102.969,5,1,1,5.119,17.183,17.185,3,1,2,18.926,23.942,23.944,3,1,1,2,1,1,1,33,5,1,3,2,0,3,4,5,5,3,Oklahoma,2,2,2,2,7,50,"25,000",1,1,2,2,6.56,351.183,351.186,31,1
R_3xY4SSuMTpjHJ3v,Default Response Set,Anonymous,,,,0,1/8/13 7:47,1/8/13 7:51,1,2465245,12,54,1,1,2,1.609,33.826,33.842,6,2,1,6.812,9.437,9.452,3,1,1,19.452,22.389,22.405,4,1,2,7.749,9.734,9.749,3,1,1,1,1,1,1,26,5,4,3,1,1,6,8,5,6,2,virginia,2,1,1,1,8,2,"70,000",1,2,2,1,3.797,128.072,128.088,41,1
R_dmuZ8ggXhLhacWF,Default Response Set,Anonymous,,,,0,1/8/13 7:44,1/8/13 7:52,1,6008496,46,37,1,1,1,6.928,9.248,9.259,3,2,1,16.254,23.317,23.329,3,1,1,3.864,10.848,10.86,3,1,1,5.892,9.676,9.688,3,1,1,1,1,1,2,,6,2,3,1,3,10,3,4,7,1,Illinois,2,2,1,2,20,20,30000,2,2,2,2,2.51,381.445,381.456,31,1
R_0BxZzY5x2CBbMW1,Default Response Set,Anonymous,,,,0,1/8/13 7:43,1/8/13 7:53,1,6037646,53,36,1,1,3,89.594,102.766,102.767,3,2,3,8.971,12.223,12.225,3,1,3,63.791,69.383,69.387,3,2,3,8.325,12.698,12.701,3,1,1,2,,1,2,29,6,5,3,1,1,9,3,5,5,3,VA,2,2,2,2,10,50 million,"500,000",2,2,2,2,4.252,353.503,353.505,28,1
R_7PQRyFJVoE5XejX,Default Response Set,Anonymous,,,,0,1/8/13 7:49,1/8/13 7:54,1,5258401,49,61,1,1,2,9.1,34.747,34.755,5,1,3,29.632,38.056,38.064,3,1,1,19.19,24.39,24.398,3,1,2,20.888,24.712,24.719,3,1,2,2,,1,2,65,5,2,3,1,2,3,1,1,2,7,Ky,2,2,2,1,5,2,,1,1,1,1,2.936,129.968,129.989,28,1
R_7OrQM92wBVhWxcV,Default Response Set,Anonymous,,,,0,1/8/13 7:40,1/8/13 7:55,1,245266,78,37,1,1,1,3.461,4.966,4.973,3,1,1,9.03,12.175,12.186,3,1,1,16.236,24.264,24.276,3,1,1,67.815,72.477,72.489,4,1,2,2,2,2,1,30,5,3,3,2,0,1,2,4,6,4,Nebraska,2,2,1,2,10,2,30.000.000,2,1,1,1,5.131,711.728,711.757,57,1
R_8eUSe7drabykE5f,Default Response Set,Anonymous,,,,0,1/8/13 7:53,1/8/13 7:58,1,6023968,37,31,1,1,1,4.604,12.239,12.245,4,2,4,46.763,51.718,51.722,3,1,1,5.531,7.864,7.868,3,1,3,16.258,18.125,18.13,3,1,1,1,1,1,1,36,6,4,3,1,0,11,7,5,4,1,MA,2,2,,2,50,100,5000,2,1,2,2,2.523,125.231,17.216,33,1
R_3PO8ql63OPwgNxz,Default Response Set,Anonymous,,,,0,1/8/13 7:53,1/8/13 7:58,1,4609472,24,24,1,1,1,12.483,23.931,23.932,4,1,2,32.438,34.495,34.495,3,1,2,31.412,33.982,33.983,3,1,3,9.321,19.36,19.362,4,1,1,1,1,1,2,22,5,4,3,2,0,7,8,5,7,1,Kansas,2,2,2,2,12,35,"57,000",1,1,2,2,2.74,148.452,148.454,31,1
R_ahrldDqD4QrvxEp,Default Response Set,Anonymous,,,,0,1/8/13 7:55,1/8/13 8:01,1,4410777,62,56,1,1,2,3.922,8.131,8.135,4,1,2,6.702,9.693,9.695,3,2,2,27.215,80.723,80.728,4,2,2,7.123,9.983,9.987,4,1,2,1,1,1,1,30,3,4,3,1,2,6,8,4,7,2,Texas,2,2,1,1,7,8,2000,1,1,1,1,8.79,201.168,201.172,33,1
R_40JZbMkgBGqF6PX,Default Response Set,Anonymous,,,,0,1/8/13 7:57,1/8/13 8:05,1,429969,26,94,1,1,1,13.6,27.319,27.328,3,2,1,37.342,47.422,47.431,3,1,1,19.058,29.122,29.132,3,2,1,16.503,39.743,39.753,4,1,2,1,2,2,2,59,5,2,3,3,3,1,3,5,4,2,Pennsylvania,2,2,1,2,25,25,"500,000",2,2,2,2,5.507,235.107,235.135,31,1
R_cZLFX0WVR2uW99z,Default Response Set,Anonymous,,,,0,1/8/13 7:58,1/8/13 8:05,1,6888666,59,73,1,1,3,11.627,17.446,17.455,3,1,1,6.025,10.142,10.15,3,1,3,44.285,54.525,54.533,3,1,3,23.417,28.192,28.2,3,1,2,1,2,2,1,72,5,5,3,1,2,5,3,1,4,5,ny,2,2,2,2,10,10,5000,1,1,2,2,4.778,232.842,232.868,30,1
R_6xNniwiiz5F8xtb,Default Response Set,Anonymous,,,,0,1/8/13 8:04,1/8/13 8:06,1,6126513,81,38,1,1,1,7.872,11.294,11.302,3,2,3,5.614,7.972,7.988,3,1,1,12.142,14.508,14.521,3,1,2,12.935,15.492,15.506,3,1,1,1,1,1,2,31,5,4,3,1,2,7,3,2,2,5,Maryland,2,2,1,2,4,50,"50,000",1,1,2,1,1.909,87.7,87.728,32,1
R_8221VwoYwZPZ9Ot,Default Response Set,Anonymous,,,,0,1/8/13 8:03,1/8/13 8:07,1,9474045,44,80,1,1,1,6.494,10.756,10.757,3,2,1,27.995,32.078,32.079,3,1,1,7.388,9.848,9.849,3,1,1,7.945,10.068,10.068,3,1,2,2,,2,2,37,5,2,3,1,2,4,8,5,4,4,michigan,2,2,2,2,5,5,100000,1,1,2,1,2.246,128.505,128.507,28,1
R_bENTDOXXcVvjTil,Default Response Set,Anonymous,,,,0,1/8/13 8:04,1/8/13 8:09,1,1525998,4,55,1,1,1,5.722,24.219,24.22,8,1,1,9.521,19.078,19.079,8,1,1,1.599,12.136,12.136,5,1,1,6.198,17.646,17.646,4,1,1,1,1,1,1,22,5,4,1,2,0,2,8,5,4,2,Pennsylvania,2,2,2,2,7,50,100000,1,1,2,1,2.02,136.368,136.369,32,1
R_9T6dZ4ieeA0gy8d,Default Response Set,Anonymous,,,,0,1/8/13 8:06,1/8/13 8:09,1,8484315,11,60,1,1,1,20.688,37.266,37.266,4,2,1,7.61,9.938,9.938,3,1,1,8.578,10.906,10.906,3,2,1,2.953,6.11,6.11,4,1,2,2,2,2,2,33,5,5,3,2,0,4,8,5,4,2,MA,2,2,2,2,10,10,500000,2,2,2,2,1.25,113.828,113.843,34,1
R_daGDfndoUSwI5xj,Default Response Set,Anonymous,,,,0,1/8/13 8:07,1/8/13 8:12,1,7838455,94,81,1,1,1,2.194,10.786,10.788,3,1,1,7.321,14.345,14.347,3,1,1,5.676,22.812,22.815,3,1,1,31.252,36.195,36.198,3,1,1,1,1,1,1,39,5,4,3,2,0,5,1,5,2,7,Virginia,2,2,1,2,10,50,150000,1,1,1,1,3.81,163.91,163.916,38,1
R_4Z6VzW0JqIe8Wgt,Default Response Set,Anonymous,,,,0,1/8/13 8:07,1/8/13 8:13,1,7209397,56,70,1,1,1,7.939,12.385,12.385,3,2,1,7.315,14.401,14.401,3,1,2,26.072,38.162,38.178,3,2,1,9.23,13.978,13.978,3,1,1,2,,1,2,42,5,4,3,,3,10,1,4,6,6,KY,2,2,2,1,5,25,"100,000",1,1,1,1,3.71,217.724,217.724,30,1
R_9vpX42lXR4Tdwdn,Default Response Set,Anonymous,,,,0,1/8/13 8:09,1/8/13 8:17,1,9206934,45,97,1,1,3,18.96,21.616,21.619,3,1,3,63.49,88.777,88.78,4,1,3,12.227,15.027,15.029,3,1,3,21.831,26.399,26.4,4,1,2,2,1,1,1,55,6,2,3,3,2,4,8,5,6,4,NJ,2,2,2,1,5,1,2000,2,1,1,1,7.753,266.586,266.589,30,1
R_5Bl3DesnUjMtvdH,Default Response Set,Anonymous,,,,0,1/8/13 8:14,1/8/13 8:17,1,9202912,32,43,1,1,1,5.659,8.05,8.053,3,2,3,21.052,24.3,24.302,3,1,1,2.46,7.564,7.566,4,2,3,9.031,12.694,12.697,3,1,1,1,1,1,2,32,5,3,3,1,1,7,2,5,5,3,Washington,2,2,1,2,20,50,50000,1,1,1,1,2.205,93.367,93.371,31,1
R_cBzaR0KvZUxqPWJ,Default Response Set,Anonymous,,,,0,1/8/13 8:16,1/8/13 8:19,1,5456480,74,12,1,1,1,2.784,6.359,6.361,3,2,2,2.788,5.84,5.841,3,1,1,12.434,29.335,29.337,3,2,3,8.885,19.98,19.982,3,1,1,1,1,1,2,38,5,4,3,3,1,3,,4,5,2,NY,2,2,1,2,8,8,20000,1,1,1,1,3.249,79.657,79.659,29,1
R_7VXE8AyC7KaVxDT,Default Response Set,Anonymous,,,,0,1/8/13 8:10,1/8/13 8:21,1,713782,23,21,1,1,1,41.082,152.017,152.021,3,2,1,23.925,35.573,35.576,3,1,1,26.922,34.393,34.396,3,2,1,20.622,29.206,29.208,3,1,1,1,1,1,2,61,5,2,3,1,2,3,3,4,2,6,south carolina,2,2,2,2,10,50,"100,000",1,1,1,1,4.206,278.622,278.624,29,1
R_eVT3bJ5QhbhhePb,Default Response Set,Anonymous,,,,0,1/8/13 8:23,1/8/13 8:27,1,6795763,13,44,1,1,2,45.049,51.148,51.177,4,2,2,9.14,13.914,13.917,3,1,3,13.516,17.55,17.551,3,2,3,9.451,13.904,13.906,3,1,2,2,,1,1,44,5,4,3,2,0,3,2,3,6,4,Pennsylvania,1,2,2,1,8,10,25000,1,1,1,1,2.429,109.984,109.986,28,1
R_3Eokzseg2OqMYQt,Default Response Set,Anonymous,,,,0,1/8/13 8:24,1/8/13 8:28,1,5630057,99,50,1,1,1,5.357,7.418,7.419,3,2,1,2.897,6.756,6.757,3,1,1,21.018,29.969,29.971,4,1,1,48.692,51.995,51.996,3,1,2,2,,,1,26,1,3,3,2,0,5,7,5,6,4,Virginia,2,2,2,2,5,45,50000,2,2,2,2,3.151,114.918,114.919,28,1
R_bxBh6Dgma7gbyC1,Default Response Set,Anonymous,,,,0,1/8/13 8:20,1/8/13 8:29,1,5230015,41,25,1,1,1,15.797,18.794,19.682,2,2,3,62.193,70.718,79.836,2,1,1,19.828,22.705,23.558,2,1,2,34.927,39.427,41.695,3,1,2,2,,1,2,32,2,3,3,2,0,1,4,4,6,2,California,2,2,1,1,50,50,150,2,2,1,1,12.596,246.379,36.715,38,1
R_bpgFPllf6hgICkl,Default Response Set,Anonymous,,,,0,1/8/13 8:25,1/8/13 8:29,1,887676,75,86,1,1,1,2.273,4.701,4.702,3,2,2,2.286,5.909,5.91,3,1,1,23.07,26.289,26.289,4,1,1,4.56,13.998,13.998,3,1,1,1,1,1,1,32,5,3,3,1,2,4,4,1,4,4,Ohio,2,1,1,2,10,50,"30,000",2,1,2,1,2.186,107.86,107.862,33,1
R_7R3cx4AE88vFQ2h,Default Response Set,Anonymous,,,,0,1/8/13 8:25,1/8/13 8:31,1,7438674,33,63,1,1,1,12.847,19.447,19.456,3,2,1,41.883,49.699,49.708,3,1,1,9.323,14.413,14.432,3,2,1,12.52,18.257,18.265,3,1,1,1,1,1,1,67,5,4,3,1,2,8,1,3,7,4,Florida,2,2,2,2,5,5,1.2,1,1,1,1,8.764,238.078,238.116,30,1
R_5vj5ssEfiJVLbXn,Default Response Set,Anonymous,,,,0,1/8/13 8:27,1/8/13 8:31,1,8367514,56,30,1,1,1,16.242,21.441,21.459,3,2,1,15.242,19.298,19.317,3,1,1,21.456,25.71,25.728,3,1,3,20.769,24.625,24.643,3,1,1,1,1,1,2,56,5,3,,3,1,3,4,3,4,4,nc,2,2,1,2,50,50,3 million,1,1,2,1,3.5,110.574,110.594,30,1
R_2gYFwdbeTPkmgo5,Default Response Set,Anonymous,,,,0,1/8/13 8:31,1/8/13 8:34,1,1148657,62,53,1,1,1,0.664,9.28,9.281,3,1,2,4.526,9.018,9.019,3,1,1,23.688,29.617,29.618,3,1,1,14.641,22.302,22.303,3,1,1,1,1,1,2,24,5,4,3,1,0,5,5,4,7,1,Mississippi,2,2,2,2,7,15,500,2,2,2,2,1.609,93.528,93.529,35,1
R_87Hj6Ue0rOb45wx,Default Response Set,Anonymous,,,,0,1/8/13 8:31,1/8/13 8:34,1,7151945,7,13,1,1,1,23.071,26.395,26.396,3,2,1,6.401,8.77,8.772,3,1,1,8.034,11.779,11.781,3,2,2,6.728,9.54,9.541,3,1,1,1,1,1,1,45,5,5,3,1,2,8,3,4,1,7,Florida,2,2,2,2,5,9,4000,2,1,2,1,1.981,91.332,91.335,30,1
R_2uEaFdkRplkRMeF,Default Response Set,Anonymous,,,,0,1/8/13 8:30,1/8/13 8:35,1,5553398,74,10,1,2,3,13.843,27.043,27.045,7,2,1,2.88,7.322,7.327,4,2,1,39.83,48.055,48.077,3,2,1,9.879,18.395,18.398,3,1,2,2,2,2,1,36,5,5,3,2,0,11,3,5,2,6,Pennsylvania,2,2,2,2,10,10,50000000,1,1,1,1,2.579,137.846,137.85,38,1
R_1TUkioRf6LQopZX,Default Response Set,Anonymous,,,,0,1/8/13 8:33,1/8/13 8:40,1,4747673,68,89,1,1,1,17.998,24.388,24.394,3,2,1,15.347,18.361,18.367,3,1,1,52.386,59.577,59.583,3,2,1,44.89,50.036,50.042,3,1,2,1,2,2,2,34,5,5,3,2,0,3,4,5,4,4,Kentucky,2,2,2,2,20,50,"15,000",1,1,1,1,5.375,147.57,147.576,31,1
R_0wgj8wKF4PLO6Pj,Default Response Set,Anonymous,,,,0,1/8/13 8:36,1/8/13 8:41,1,9950670,69,31,1,1,1,6.692,9.658,9.668,3,2,3,3.983,12.889,12.899,4,1,1,28.697,34.095,34.105,3,1,3,5.724,16.144,16.154,4,1,1,1,1,1,2,61,5,5,3,3,2,7,2,4,6,1,pa,2,2,1,2,12,12,"100,000",2,2,2,1,18.827,138.758,138.79,43,1
R_1Il5o3jsk4dZyp7,Default Response Set,Anonymous,,,,0,1/8/13 8:35,1/8/13 8:41,1,2530021,22,77,1,1,3,50.964,56.254,56.254,3,1,3,11.519,16.751,16.753,3,1,2,16.859,20.817,20.818,3,1,2,22.335,25.578,25.579,3,1,2,2,,1,1,57,5,5,3,1,1,3,8,5,3,4,PA,2,2,1,1,10,10,1000000,1,1,1,1,7.442,183.12,183.122,29,1
R_9X0VyzgDguJ4be5,Default Response Set,Anonymous,,,,0,1/8/13 8:39,1/8/13 8:42,1,1910284,81,78,1,1,1,11.446,16.114,16.114,3,2,1,6.33,11.315,11.316,3,1,1,17.966,20.691,20.692,3,2,2,32.72,36.21,36.212,4,1,2,2,2,2,1,27,5,4,3,1,1,10,8,5,5,3,MI,2,2,2,2,20,10,50000,2,1,2,1,1.97,101.229,101.231,31,1
R_3af4j3wBLWjfPHn,Default Response Set,Anonymous,,,,0,1/8/13 8:40,1/8/13 8:43,1,2511411,87,18,1,1,1,2.147,4.003,4.005,3,2,1,11.092,13.38,13.383,3,1,2,6.81,11.2,11.203,3,2,2,25.741,37.023,37.026,5,1,1,1,1,1,1,37,5,4,3,1,1,6,8,5,5,3,nc,2,2,2,1,8,50,300000,2,2,2,1,3.553,126.036,126.039,33,1
R_6sCJlpvN8BQtL4p,Default Response Set,Anonymous,,,,0,1/8/13 8:40,1/8/13 8:43,1,1318415,43,68,1,1,1,11.176,13.736,13.737,3,1,4,36.22,41.989,41.992,3,1,1,4.818,8.37,8.372,3,1,3,12.22,16.669,16.672,3,1,1,1,1,1,2,55,6,4,3,1,4,5,3,3,3,5,co,2,2,2,2,10,2,50000,1,1,2,1,2.9,102.952,102.957,29,1
R_9nPCB9NRPtxATDD,Default Response Set,Anonymous,,,,0,1/8/13 8:40,1/8/13 8:44,1,301693,55,89,1,1,1,12.918,14.973,14.985,3,2,1,8.755,11.706,11.717,3,1,1,31.114,41.649,41.654,3,1,1,25.055,27.133,27.144,3,1,2,2,2,1,1,24,5,3,3,2,0,2,8,5,4,4,California,2,2,2,2,6,3 in 5,500000,1,1,1,1,3.493,121.976,122.005,31,1
R_1HTpmYhUMzOBS6x,Default Response Set,Anonymous,,,,0,1/8/13 8:41,1/8/13 8:44,1,4973943,10,28,1,1,3,24.188,26.948,26.951,4,2,1,7.857,11.441,11.444,3,1,1,4.68,8.864,8.868,4,2,1,8.108,10.652,10.656,3,1,1,1,1,1,2,37,5,5,3,2,0,11,8,5,7,1,PA,2,2,2,2,5,10,3 million,2,2,2,2,2.516,97.617,97.625,34,1
R_5hVRWSajf5zu6kR,Default Response Set,Anonymous,,,,0,1/8/13 8:43,1/8/13 8:47,1,7943724,18,82,1,1,2,28.921,33.124,33.124,3,2,2,14.229,18.002,18.002,3,1,2,17.779,21.005,21.007,3,1,3,14.795,18.402,18.402,3,1,1,1,1,1,1,41,4,4,3,1,0,10,8,5,7,2,ma,2,2,2,2,12,10,100000,1,1,1,1,3.115,129.393,129.396,29,1
